$STR WITHDRAWAL AT SEG31                                     ELEV OF WITHDRAWAL CENTERLINE:172.     

JDAY,QWD(m3s-1)
 35564.042,    0.0000
 35564.086,    0.0000
 35564.127,    0.0000
 35564.170,    0.0000
 35564.210,    0.0000
 35564.250,    0.0000
 35564.295,    0.0000
 35564.337,    0.0000
 35564.379,    0.0000
 35564.420,    0.0000
 35564.458,    0.0000
 35564.500,    0.0000
 35564.544,    0.0000
 35564.587,    0.0000
 35564.630,    0.0000
 35564.670,    0.0000
 35564.710,    0.0000
 35564.753,    0.0000
 35564.792,    0.0000
 35564.836,    0.0000
 35564.875,    0.0000
 35564.919,    0.0000
 35564.960,    0.0000
 35565.000,    0.0000
 35565.044,    0.0000
 35565.086,    0.0000
 35565.126,    0.0000
 35565.170,    0.0000
 35565.210,    0.0000
 35565.250,    0.0000
 35565.294,    0.0000
 35565.335,    0.0000
 35565.378,    0.0000
 35565.418,    0.0000
 35565.460,    0.0000
 35565.500,    0.0000
 35565.542,    0.0000
 35565.586,    0.0000
 35565.626,    0.0000
 35565.668,    0.0000
 35565.710,    0.0000
 35565.753,    0.0000
 35565.795,    0.0000
 35565.835,    0.0000
 35565.878,    0.0000
 35565.919,    0.0000
 35565.960,    0.0000
 35566.000,    0.0000
 35566.044,    0.0000
 35566.084,    0.0000
 35566.125,    0.0000
 35566.170,    0.0000
 35566.210,    0.0000
 35566.250,    0.0000
 35566.295,    0.0000
 35566.333,    0.0000
 35566.378,    0.0000
 35566.417,    0.0000
 35566.460,    0.0000
 35566.500,    0.0000
 35566.545,    0.0000
 35566.584,    0.0000
 35566.630,    0.0000
 35566.670,    0.0000
 35566.710,    0.0000
 35566.753,    0.0000
 35566.792,    0.0000
 35566.836,    0.0000
 35566.880,    0.0000
 35566.918,    0.0000
 35566.960,    0.0000
 35567.000,    0.0000
 35567.042,    0.0000
 35567.083,    0.0000
 35567.129,    0.0000
 35567.170,    0.0000
 35567.208,    0.0000
 35567.250,    0.0000
 35567.294,    0.0000
 35567.334,    0.0000
 35567.380,    0.0000
 35567.417,    0.0000
 35567.460,    0.0000
 35567.500,    0.0000
 35567.544,    0.0000
 35567.584,    0.0000
 35567.627,    0.0000
 35567.670,    0.0000
 35567.710,    0.0000
 35567.751,    0.0000
 35567.795,    0.0000
 35567.837,    0.0000
 35567.877,    0.0000
 35567.920,    0.0000
 35567.961,    0.0000
 35568.000,    0.0000
 35568.046,    0.0000
 35568.087,    0.0000
 35568.130,    0.0000
 35568.169,    0.0000
 35568.210,    0.0000
 35568.250,    0.0000
 35568.295,    0.0000
 35568.337,    0.0000
 35568.376,    0.0000
 35568.420,    0.0000
 35568.460,    0.0000
 35568.500,    0.0000
 35568.545,    0.0000
 35568.587,    0.0000
 35568.626,    0.0000
 35568.667,    0.0000
 35568.709,    0.0000
 35568.750,    0.0000
 35568.792,    0.0000
 35568.833,    0.0000
 35568.876,    0.0000
 35568.919,    0.0000
 35568.959,    0.0000
 35569.000,    0.0000
 35569.044,    0.0000
 35569.085,    0.0000
 35569.127,    0.0000
 35569.168,    0.0000
 35569.209,    0.0000
 35569.250,    0.0000
 35569.292,    0.0000
 35569.335,    0.0000
 35569.376,    0.0000
 35569.417,    0.0000
 35569.459,    0.0000
 35569.500,    0.0000
 35569.542,    0.0000
 35569.585,    0.0000
 35569.626,    0.0000
 35569.668,    0.0000
 35569.710,    0.0000
 35569.752,    0.0000
 35569.792,    0.0000
 35569.834,    0.0000
 35569.876,    0.0000
 35569.918,    0.0000
 35569.959,    0.0000
 35570.000,    0.0000
 35570.042,    0.0000
 35570.084,    0.0000
 35570.126,    0.0000
 35570.169,    0.0000
 35570.209,    0.0000
 35570.250,    0.0000
 35570.292,    0.0000
 35570.334,    0.0000
 35570.376,    0.0000
 35570.418,    0.0000
 35570.459,    0.0000
 35570.500,    0.0000
 35570.542,    0.0000
 35570.585,    0.0000
 35570.626,    0.0000
 35570.668,    0.0000
 35570.710,    0.0000
 35570.750,    0.0000
 35570.792,    0.0000
 35570.834,    0.0000
 35570.875,    0.0000
 35570.917,    0.0000
 35570.960,    0.0000
 35571.000,    0.0000
 35571.042,    0.0000
 35571.084,    0.0000
 35571.125,    0.0000
 35571.167,    0.0000
 35571.208,    0.0000
 35571.250,    0.0000
 35571.292,    0.0000
 35571.334,    0.0000
 35571.375,    0.0000
 35571.418,    0.0000
 35571.460,    0.0000
 35571.500,    0.0000
 35571.544,    0.0000
 35571.585,    0.0000
 35571.626,    0.0000
 35571.668,    0.0000
 35571.710,    0.0000
 35571.750,    0.0000
 35571.793,    0.0000
 35571.834,    0.0000
 35571.875,    0.0000
 35571.918,    0.0000
 35571.960,    0.0000
 35572.000,    0.0000
 35572.042,    0.0000
 35572.084,    0.0000
 35572.126,    0.0000
 35572.168,    0.0000
 35572.210,    0.0000
 35572.250,    0.0000
 35572.292,    0.0000
 35572.334,    0.0000
 35572.375,    0.0000
 35572.417,    0.0000
 35572.460,    0.0000
 35572.500,    0.0000
 35572.542,    0.0000
 35572.584,    0.0000
 35572.625,    0.0000
 35572.668,    0.0000
 35572.709,    0.0000
 35572.750,    0.0000
 35572.792,    0.0000
 35572.835,    0.0000
 35572.877,    0.0000
 35572.918,    0.0000
 35572.960,    0.0000
 35573.000,    0.0000
 35573.042,    0.0000
 35573.084,    0.0000
 35573.127,    0.0000
 35573.167,    0.0000
 35573.209,    0.0000
 35573.250,    0.0000
 35573.292,    0.0000
 35573.335,    0.0000
 35573.375,    0.0000
 35573.417,    0.0000
 35573.460,    0.0000
 35573.500,    0.0000
 35573.543,    0.0000
 35573.584,    0.0000
 35573.626,    0.0000
 35573.667,    0.0000
 35573.709,    0.0000
 35573.751,    0.0000
 35573.793,    0.0000
 35573.834,    0.0000
 35573.876,    0.0000
 35573.918,    0.0000
 35573.959,    0.0000
 35574.000,    0.0000
 35574.042,    0.0000
 35574.084,    0.0000
 35574.125,    0.0000
 35574.168,    0.0000
 35574.209,    0.0000
 35574.250,    0.0000
 35574.292,    0.0000
 35574.335,    0.0000
 35574.376,    0.0000
 35574.417,    0.0000
 35574.460,    0.0000
 35574.500,    0.0000
 35574.542,    0.0000
 35574.585,    0.0000
 35574.627,    0.0000
 35574.667,    0.0000
 35574.708,    0.0000
 35574.751,    0.0000
 35574.793,    0.0000
 35574.835,    0.0000
 35574.877,    0.0000
 35574.917,    0.0000
 35574.958,    0.0000
 35575.000,    0.0000
 35575.042,    0.0000
 35575.084,    0.0000
 35575.125,    0.0000
 35575.167,    0.0000
 35575.209,    0.0000
 35575.250,    0.0000
 35575.292,    0.0000
 35575.335,    0.0000
 35575.375,    0.0000
 35575.417,    0.0000
 35575.459,    0.0000
 35575.500,    0.0000
 35575.543,    0.0000
 35575.585,    0.0000
 35575.625,    0.0000
 35575.667,    0.0000
 35575.709,    0.0000
 35575.751,    0.0000
 35575.793,    0.0000
 35575.835,    0.0000
 35575.875,    0.0000
 35575.918,    0.0000
 35575.960,    0.0000
 35576.000,    0.0000
 35576.042,    0.0000
 35576.084,    0.0000
 35576.126,    0.0000
 35576.168,    0.0000
 35576.210,    0.0000
 35576.250,    0.0000
 35576.292,    0.0000
 35576.334,    0.0000
 35576.376,    0.0000
 35576.418,    0.0000
 35576.458,    0.0000
 35576.500,    0.0000
 35576.543,    0.0000
 35576.585,    0.0000
 35576.627,    0.0000
 35576.667,    0.0000
 35576.709,    0.0000
 35576.751,    0.0000
 35576.793,    0.0000
 35576.835,    0.0000
 35576.877,    0.0000
 35576.917,    0.0000
 35576.959,    0.0000
 35577.000,    0.0000
 35577.042,    0.0000
 35577.084,    0.0000
 35577.125,    0.0000
 35577.167,    0.0000
 35577.209,    0.0000
 35577.250,    0.0000
 35577.292,    0.0000
 35577.335,    0.0000
 35577.376,    0.0000
 35577.418,    0.0000
 35577.460,    0.0000
 35577.500,    0.0000
 35577.542,    0.0000
 35577.584,    0.0000
 35577.626,    0.0000
 35577.668,    0.0000
 35577.710,    0.0000
 35577.751,    0.0000
 35577.793,    0.0000
 35577.835,    0.0000
 35577.875,    0.0000
 35577.917,    0.0000
 35577.959,    0.0000
 35578.000,    0.0000
 35578.042,    0.0000
 35578.084,    0.0000
 35578.127,    0.0000
 35578.167,    0.0000
 35578.209,    0.0000
 35578.250,    0.0000
 35578.292,    0.0000
 35578.335,    0.0000
 35578.377,    0.0000
 35578.417,    0.0000
 35578.459,    0.0000
 35578.500,    0.0000
 35578.543,    0.0000
 35578.585,    0.0000
 35578.627,    0.0000
 35578.667,    0.0000
 35578.709,    0.0000
 35578.751,    0.0000
 35578.793,    0.0000
 35578.835,    0.0000
 35578.877,    0.0000
 35578.917,    0.0000
 35578.959,    0.0000
 35579.002,    0.0000
 35579.042,    0.0000
 35579.084,    0.0000
 35579.126,    0.0000
 35579.168,    0.0000
 35579.208,    0.0000
 35579.252,    0.0000
 35579.292,    0.0000
 35579.334,    0.0000
 35579.376,    0.0000
 35579.418,    0.0000
 35579.460,    0.0000
 35579.502,    0.0000
 35579.542,    0.0000
 35579.584,    0.0000
 35579.626,    0.0000
 35579.668,    0.0000
 35579.710,    0.0000
 35579.751,    0.0000
 35579.792,    0.0000
 35579.834,    0.0000
 35579.876,    0.0000
 35579.918,    0.0000
 35579.959,    0.0000
 35580.002,    0.0000
 35580.042,    0.0000
 35580.084,    0.0000
 35580.127,    0.0000
 35580.167,    0.0000
 35580.209,    0.0000
 35580.252,    0.0000
 35580.292,    0.0000
 35580.334,    0.0000
 35580.375,    0.0000
 35580.417,    0.0000
 35580.459,    0.0000
 35580.502,    0.0000
 35580.542,    0.0000
 35580.585,    0.0000
 35580.627,    0.0000
 35580.668,    0.0000
 35580.710,    0.0000
 35580.750,    0.0000
 35580.793,    0.0000
 35580.835,    0.0000
 35580.876,    0.0000
 35580.918,    0.0000
 35580.960,    0.0000
 35581.002,    0.0000
 35581.042,    0.0000
 35581.084,    0.0000
 35581.125,    0.0000
 35581.168,    0.0000
 35581.210,    0.0000
 35581.252,    0.0000
 35581.292,    0.0000
 35581.335,    0.0000
 35581.376,    0.0000
 35581.418,    0.0000
 35581.459,    0.0000
 35581.502,    0.0000
 35581.543,    0.0000
 35581.584,    0.0000
 35581.626,    0.0000
 35581.667,    0.0000
 35581.709,    0.0000
 35581.751,    0.0000
 35581.792,    0.0000
 35581.834,    0.0000
 35581.876,    0.0000
 35581.917,    0.0000
 35581.959,    0.0000
 35582.002,    0.0000
 35582.042,    0.0000
 35582.084,    0.0000
 35582.127,    0.0000
 35582.168,    0.0000
 35582.210,    0.0000
 35582.252,    0.0000
 35582.292,    0.0000
 35582.334,    0.0000
 35582.376,    0.0000
 35582.418,    0.0000
 35582.458,    0.0000
 35582.502,    0.0000
 35582.542,    0.0000
 35582.585,    0.0000
 35582.625,    0.0000
 35582.668,    0.0000
 35582.709,    0.0000
 35582.751,    0.0000
 35582.793,    0.0000
 35582.835,    0.0000
 35582.875,    0.0000
